id,score_1
492877,1.0
507853,0.9999999963095032
392417,0.9152514429366649
412308,0.8820402762360586
504649,0.8773638935230722
491531,0.8714941079526323
413160,0.865345461173665
438009,0.8641558716493987
470116,0.6669150921420173
392284,0.5637855322782547
463324,0.5419588614652976
491774,0.5289426254483298
390113,0.5281448964696502
433934,0.5260078426778474
466343,0.5237825609458155
504965,0.5194181188119128
503061,0.5182771297046821
431458,0.5162217536583392
412898,0.5157800763869287
441826,0.5141358598706726
485088,0.5125647071744741
444205,0.5120541413088507
476008,0.509275401653457
475749,0.508360378489198
449073,0.508360378489198
391247,0.505652641755262
384397,0.5051731883037863
419906,0.5047406240230339
402314,0.503164836222759
396362,0.502457762048634
423322,0.5013490282197783
428178,0.5011215514379758
464982,0.5007764270921948
436150,0.5007764270921948
501695,0.5003342729066588
500468,0.5001171668041048
447182,0.5001171668041048
480856,0.5001171668041048
391235,0.5001171668041048
462703,0.5001171668041048
399136,0.49992856501014254
457229,0.4994253290324148
466291,0.49902767029024925
423827,0.4976229806858719
502455,0.497344471147388
481863,0.49727950556529477
495452,0.49676800142779187
459544,0.4965943424130813
420882,0.49655090497196225
498141,0.49655090497196225
482134,0.49513076548693635
393722,0.4950259892755302
469403,0.49476097410083625
501600,0.49476097410083625
446822,0.4940568670724969
485936,0.4932169911503406
482973,0.4930893201005055
478991,0.49263217043072766
384831,0.49227829277135426
444931,0.491774241191202
440945,0.491774241191202
494551,0.49137521981493265
450208,0.49080400552491704
506013,0.4907447473102154
400550,0.4899466175241672
505160,0.4899466175241672
491389,0.48977822015116595
440583,0.4890964097014033
426516,0.48903239710959784
412618,0.48903239710959784
492910,0.48852840509967405
394889,0.4878507484136712
397756,0.4870798763775211
397628,0.4867435575072031
425742,0.48647499254920834
405194,0.48620403676195456
444893,0.48620403676195456
414386,0.485890066751711
402344,0.4857481435660939
452073,0.48565881461722515
504172,0.4854599563073449
486697,0.4853790302601496
452030,0.4853066832466186
386218,0.4853066832466186
456421,0.4853066832466186
413683,0.48493159956034604
397086,0.4848614639940272
447741,0.48476873158854883
420641,0.4845518297881331
395784,0.4845518297881331
385803,0.4845518297881331
415720,0.4845518297881331
403851,0.48422922401513274
502388,0.48422922401513274
491745,0.4840578618978449
504443,0.4834861799185775
